# t Temp Pres Epot Etot
45.700000 2.022897 1.977287 -947.553383 -170.760918
45.750000 2.009653 1.655005 -962.162717 -190.456038
45.800000 1.998601 1.446918 -977.563744 -210.100809
45.850000 1.990618 1.730991 -956.260438 -191.862960
45.900000 2.004852 1.727861 -951.980037 -182.116967
45.950000 2.000946 1.559839 -962.807431 -194.444245
46.000000 2.003646 1.537120 -968.942445 -199.542299
46.050000 2.003624 1.745469 -950.622311 -181.230752
46.100000 2.001018 1.437151 -975.971061 -207.580205
46.150000 1.994724 1.552048 -965.992732 -200.018783
46.200000 2.001755 1.739681 -954.479250 -185.805269
46.250000 1.975522 1.935007 -940.293592 -181.692990
46.300000 2.014980 1.579284 -970.214320 -196.461819
46.350000 1.981207 1.811408 -951.241288 -190.457852
46.400000 2.001534 2.027745 -935.109665 -166.520787
46.450000 1.995680 1.804462 -951.068024 -184.726959
46.500000 1.993686 1.721654 -957.514362 -191.938979
46.550000 1.996425 1.938932 -941.342228 -174.715183
46.600000 1.984405 1.992934 -940.225954 -178.214518
46.650000 2.006673 1.917355 -951.478690 -180.916287
46.700000 1.981432 2.461219 -908.089957 -147.219914
46.750000 2.005393 2.142372 -938.306581 -168.235855
46.800000 1.997950 1.938456 -953.507342 -186.294585
46.850000 2.000876 1.921337 -949.292752 -180.956543
46.900000 1.999876 1.409689 -989.576975 -221.624686
46.950000 2.001266 1.799215 -962.517386 -194.031274
47.000000 1.999971 1.892050 -962.396869 -194.407968
47.050000 2.007358 2.039659 -951.372937 -180.547404
47.100000 1.995900 1.988479 -953.264628 -186.839192
47.150000 2.001910 1.707126 -972.141687 -203.408124
47.200000 1.994765 1.892710 -954.566867 -188.577273
47.250000 2.012295 2.125285 -928.009450 -155.288104
47.300000 2.002011 1.481841 -976.104448 -207.332188
47.350000 1.997270 1.661106 -961.386782 -194.434931
47.400000 2.004684 1.303034 -994.237727 -224.439134
47.450000 1.987445 1.504360 -982.155613 -218.976735
47.500000 2.016052 1.522681 -987.698451 -213.534445
47.550000 1.999037 1.831446 -964.518812 -196.888531
47.600000 1.977021 2.144856 -939.536877 -180.360975
47.650000 2.015194 1.555415 -985.535502 -211.701103
47.700000 2.004047 1.312836 -997.887862 -228.333961
47.750000 1.996315 1.483716 -981.128657 -214.543698
47.800000 1.999800 1.840041 -951.696558 -183.773237
47.850000 2.010861 1.423735 -983.183298 -211.012620
47.900000 1.985581 1.688562 -959.188407 -196.725449
47.950000 2.007329 1.749873 -956.283080 -185.468730
48.000000 1.993953 1.596698 -967.897262 -202.219347
48.050000 2.005566 1.854385 -945.298240 -175.160746
48.100000 1.997725 2.007650 -933.782333 -166.655907
48.150000 2.010982 1.469750 -978.300166 -206.082893
48.200000 2.014047 1.438662 -977.752245 -204.358057
48.250000 1.994974 1.524583 -967.518986 -201.449125
48.300000 2.001709 1.182960 -995.954688 -227.298318
48.350000 1.986747 2.017770 -928.651045 -165.740177
48.400000 2.001563 2.435755 -898.712980 -130.112945
48.450000 2.003041 2.121483 -927.263581 -158.095930
48.500000 1.998310 2.017233 -937.334394 -169.983301
48.550000 2.000608 2.012123 -941.139437 -172.906109
48.600000 2.004176 1.799700 -957.430253 -187.826552
48.650000 2.007250 1.781643 -953.082801 -182.298856
48.700000 1.992058 1.631670 -965.257738 -200.307316
48.750000 2.011251 2.001726 -934.379133 -162.058690
48.800000 1.981849 1.529432 -973.819318 -212.789453
48.850000 2.004481 2.016498 -937.990663 -168.269981
48.900000 1.995388 1.662210 -968.444448 -202.215508
48.950000 1.994252 1.635207 -968.047101 -202.254384
49.000000 1.992467 1.928696 -943.465085 -178.357807
49.050000 1.984971 2.102692 -930.794803 -168.566041
49.100000 2.012582 1.619533 -974.046125 -201.214662
49.150000 1.982764 2.062691 -935.828343 -174.447036
49.200000 2.019511 1.651072 -968.821756 -193.329401
49.250000 1.992824 1.595434 -971.626167 -206.381699
49.300000 1.988736 1.577116 -978.605856 -214.931175
49.350000 2.020705 1.653963 -967.453679 -191.503010
49.400000 2.006050 1.203003 -999.718527 -229.395136
49.450000 1.990479 1.642307 -961.096140 -196.752367
49.500000 1.981723 1.848371 -936.145313 -175.163766
49.550000 2.017607 1.453856 -969.156143 -194.394984
49.600000 2.007510 1.437678 -977.051153 -206.167422
49.650000 1.996074 2.182318 -921.582670 -155.090311
49.700000 1.996315 1.837591 -954.595136 -188.010117
49.750000 2.004169 1.742195 -956.284881 -186.684094
49.800000 2.007088 1.215719 -995.851234 -225.129557
49.850000 1.986111 1.627149 -961.975715 -199.309067
49.900000 2.007533 1.381893 -983.054725 -212.161894
49.950000 2.006366 1.547066 -966.371954 -195.927565
50.000000 1.996373 1.750730 -950.395371 -183.788190
50.050000 2.001293 1.795862 -953.778394 -185.281867
50.100000 2.004011 1.635242 -974.845724 -205.305620
50.150000 2.010701 2.083384 -934.301264 -162.192045
50.200000 2.001215 1.299488 -997.608291 -229.141551
50.250000 1.982726 1.486328 -979.829432 -218.462731
50.300000 1.999017 1.721941 -965.912996 -198.290510
50.350000 1.996457 2.152190 -934.221319 -167.582017
50.400000 2.020716 2.110454 -944.513092 -168.558236
50.450000 1.995143 2.358814 -924.370916 -158.235974
50.500000 2.003212 2.257567 -930.380802 -161.147374
50.550000 1.988186 2.030234 -948.238445 -184.775049
50.600000 1.998222 2.265052 -924.688921 -157.371776
50.650000 1.994831 1.893098 -954.512005 -188.496741
50.700000 2.003918 1.858753 -955.259043 -185.754416
50.750000 2.006821 1.798798 -954.935206 -184.315977
50.800000 1.991129 1.618112 -968.496406 -203.902902
50.850000 2.015227 1.599533 -968.102006 -194.254983
50.900000 1.988482 1.530571 -975.038973 -211.461889
50.950000 1.984397 1.959484 -946.060392 -184.051757
51.000000 2.020395 1.524724 -985.926888 -210.095343
51.050000 1.987983 2.014952 -941.954373 -178.568984
51.100000 2.004612 1.925054 -947.190647 -177.419770
51.150000 2.012854 2.136591 -921.640417 -148.704417
51.200000 1.991002 1.646753 -963.157568 -198.612787
51.250000 2.005114 2.014392 -936.563921 -166.600135
51.300000 2.003532 1.602749 -973.626562 -204.270414
51.350000 2.012592 1.717431 -960.348418 -187.513214
51.400000 1.990370 1.663375 -965.018214 -200.715990
51.450000 1.986607 1.851279 -955.571027 -192.714070
51.500000 2.000595 1.706560 -966.695945 -198.467298
51.550000 1.994269 1.447385 -986.826043 -221.026938
51.600000 2.013460 1.552009 -971.673073 -198.504620
51.650000 2.002553 1.130800 -994.543034 -225.562845
51.700000 1.984969 1.596836 -954.236524 -192.008450
51.750000 2.037062 1.571732 -968.598660 -186.366823
51.800000 2.009322 1.823679 -946.410276 -174.830707
51.850000 1.987009 1.746547 -955.087679 -192.076353
51.900000 1.984263 1.846492 -948.891437 -186.934268
51.950000 2.018353 1.687702 -962.639768 -187.592125
52.000000 2.009281 1.547097 -976.231733 -204.667968
52.050000 1.999548 1.739792 -964.868849 -197.042379
52.100000 2.005992 1.556117 -984.487352 -214.186255
52.150000 2.012423 1.403688 -997.325425 -224.555185
52.200000 1.976089 1.797224 -968.783352 -209.965274
52.250000 2.006766 1.583553 -994.184073 -223.585800
52.300000 1.996882 1.838719 -964.946389 -198.143889
52.350000 2.007215 1.596721 -982.417748 -211.647313
52.400000 1.995341 1.647992 -978.893296 -212.682337
52.450000 1.981198 2.096550 -941.856639 -181.076557
52.500000 2.002759 0.911321 -825.433703 -56.374176
52.550000 2.004484 0.856260 -840.656637 -70.934770
52.600000 1.979116 1.288630 -808.161610 -48.181119
52.650000 1.993031 1.503482 -788.386990 -23.063216
52.700000 2.017350 1.215402 -811.808592 -37.146112
52.750000 1.993963 1.112263 -816.793084 -51.111379
52.800000 2.004727 1.417214 -781.931284 -12.116225
52.850000 1.998845 1.200039 -796.904205 -29.347645
52.900000 1.996237 1.095078 -802.396097 -35.841018
52.950000 1.995935 0.854633 -827.027060 -60.588053
53.000000 2.016129 1.121250 -806.738608 -32.545050
53.050000 2.004071 1.160262 -810.950971 -41.387782
53.100000 1.998706 1.277949 -800.339320 -32.836281
53.150000 1.995976 1.171407 -807.401329 -40.946532
53.200000 2.000986 1.123916 -807.406275 -39.027487
53.250000 2.006967 0.974351 -820.728960 -50.053763
53.300000 1.988825 1.142142 -802.716328 -39.007489
53.350000 2.008339 1.313120 -784.350122 -13.148037
53.400000 2.017806 0.906649 -821.479055 -46.641501
53.450000 1.995279 0.760794 -840.538500 -74.351423
53.500000 1.992924 1.422509 -788.338569 -23.055751
53.550000 2.006382 1.782839 -767.339675 3.111003
53.600000 2.010351 1.854137 -769.185609 2.789360
53.650000 2.008878 1.517173 -797.026025 -25.617008
53.700000 1.996011 1.185614 -813.903615 -47.435511
53.750000 2.010409 0.868931 -831.363111 -59.365964
53.800000 1.999718 0.972547 -813.104796 -45.213163
53.850000 1.992255 1.168842 -797.537131 -32.511057
53.900000 2.007971 1.088319 -809.932746 -38.872031
53.950000 2.019926 1.001961 -816.797200 -41.145538
54.000000 1.989469 0.874933 -827.711193 -63.755266
54.050000 2.016095 1.078933 -811.086018 -36.905706
54.100000 1.988852 1.308176 -796.434229 -32.714968
54.150000 1.997905 1.390422 -792.288546 -25.093128
54.200000 1.997520 1.022940 -820.004049 -52.956316
54.250000 1.986090 0.935980 -818.548169 -55.889781
54.300000 2.003741 0.967759 -807.314977 -37.878346
54.350000 2.001878 0.726408 -823.830803 -55.109815
54.400000 1.995452 0.922872 -800.540398 -34.286879
54.450000 2.000687 1.003662 -788.196628 -19.932774
54.500000 2.010915 0.576119 -829.123650 -56.932302
54.550000 1.983249 1.054759 -782.971375 -21.403877
54.600000 1.996608 1.038573 -796.786979 -30.089427
54.650000 2.014628 1.219038 -785.357427 -11.740190
54.700000 2.001254 1.257867 -780.747685 -12.266146
54.750000 2.006173 0.819225 -820.958264 -50.587728
54.800000 1.996746 1.206699 -776.963817 -10.213531
54.850000 1.992579 1.313850 -767.777108 -2.626736
54.900000 1.995327 0.993115 -799.300056 -33.094387
54.950000 1.998777 0.918485 -804.879479 -37.349008
55.000000 2.000877 0.870798 -810.038830 -41.702030
55.050000 1.991091 1.255832 -774.445163 -9.866220
55.100000 1.995921 1.477896 -754.227439 12.206348
55.150000 2.014016 1.006550 -798.533642 -25.151496
55.200000 1.991850 0.879860 -810.915451 -46.044882
55.250000 1.999356 1.265283 -781.535712 -13.783154
55.300000 2.005064 1.133364 -798.373292 -28.428544
55.350000 2.004609 0.866137 -826.520529 -56.750702
55.400000 1.994743 0.870143 -834.153211 -68.171918
55.450000 1.990337 1.394631 -789.627750 -25.338328
55.500000 2.011412 1.283669 -806.442594 -34.060399
55.550000 2.003105 1.071606 -822.220434 -53.028101
55.600000 2.007946 0.981831 -826.030821 -54.979455
55.650000 2.012542 0.880453 -833.213465 -60.397476
55.700000 1.986152 1.131201 -809.569545 -46.887102
55.750000 2.007910 0.891317 -836.503455 -65.466198
55.800000 2.000296 0.821752 -837.985467 -69.871953
55.850000 1.991139 1.185243 -802.951587 -38.354055
55.900000 2.010182 1.033673 -823.785649 -51.875709
55.950000 1.990873 1.364306 -794.303965 -29.808601
56.000000 2.001912 1.218957 -809.899856 -41.165647
56.050000 2.010793 0.733926 -851.444441 -79.300017
56.100000 1.996062 0.966175 -821.059193 -54.571454
56.150000 2.007168 1.127421 -805.502590 -34.750015
56.200000 2.011228 1.080107 -811.820167 -39.508715
56.250000 2.009679 1.015316 -820.300353 -48.583653
56.300000 1.990044 1.021256 -824.267627 -60.090603
56.350000 1.998682 1.295757 -803.253519 -35.759629
56.400000 1.992806 1.063705 -829.336001 -64.098569
56.450000 1.999597 1.347227 -795.142386 -27.297097
56.500000 2.012030 1.069890 -813.141656 -40.522205
56.550000 1.995806 0.846263 -831.028995 -64.639614
56.600000 1.995452 1.148202 -797.964214 -31.710516
56.650000 2.012830 0.841612 -821.214113 -48.287226
56.700000 2.000674 0.663799 -829.312611 -61.053977
56.750000 1.997186 0.857828 -812.914618 -45.995014
56.800000 1.998133 1.030527 -801.283830 -34.000798
56.850000 2.014539 1.161893 -791.332492 -17.749336
56.900000 1.996555 1.155373 -798.630267 -31.953006
56.950000 2.010618 1.273030 -794.111959 -22.034573
57.000000 2.005281 1.013164 -822.041545 -52.013614
57.050000 1.998219 1.256787 -799.652430 -32.336178
57.100000 2.008746 1.510063 -775.975267 -4.616983
57.150000 1.991859 1.364704 -787.724722 -22.850877
57.200000 2.008995 1.212595 -797.555883 -26.101949
57.250000 1.997496 1.049717 -805.831834 -38.793419
57.300000 1.995378 1.093598 -795.023091 -28.797893
57.350000 1.998036 1.099444 -794.618298 -27.372512
57.400000 2.005104 0.840113 -821.629204 -51.669459
57.450000 1.998601 0.865000 -819.610285 -52.147458
57.500000 2.002516 1.069975 -797.886445 -28.920478
57.550000 2.001930 1.142735 -787.545923 -18.804649
57.600000 1.994326 1.072364 -791.984159 -26.163027
57.650000 2.002339 1.042634 -794.813778 -25.915510
57.700000 1.983279 1.171234 -783.162034 -21.583045
57.750000 2.002510 0.985997 -809.832603 -40.868943
57.800000 1.997097 1.133853 -803.837886 -36.952453
57.850000 2.002463 1.241525 -801.132322 -32.186583
57.900000 1.988465 1.596401 -772.597324 -9.026914
57.950000 2.012817 1.371319 -799.572652 -26.650959
58.000000 1.995158 1.398588 -789.077138 -22.936383
58.050000 2.025041 0.987081 -818.270620 -40.654686
58.100000 1.979762 0.927915 -811.368289 -51.139690
58.150000 2.001473 0.886199 -817.498033 -48.932462
58.200000 2.002667 0.938327 -819.216504 -50.192521
58.250000 2.002250 0.956083 -825.569649 -56.705549
58.300000 1.977685 1.488252 -774.244726 -14.813861
58.350000 2.001507 1.158284 -805.669381 -37.090853
58.400000 2.001382 0.781267 -837.874715 -69.343869
58.450000 1.986912 1.145499 -800.767173 -37.793151
58.500000 2.003887 1.187689 -793.654866 -24.162283
58.550000 1.987721 0.998234 -805.696974 -42.411931
58.600000 1.995671 0.787573 -827.145125 -60.807448
58.650000 1.978226 0.996516 -806.934672 -47.296054
58.700000 2.009706 0.714805 -838.735532 -67.008371
58.750000 1.987366 0.879685 -821.466552 -58.317963
58.800000 1.997329 1.000824 -819.074961 -52.100494
58.850000 1.996302 1.284172 -797.671422 -31.091511
58.900000 2.001738 1.218202 -803.692434 -35.024933
58.950000 2.005499 1.094111 -813.547551 -43.435990
59.000000 1.993857 1.586952 -757.703248 7.937881
59.050000 2.002621 1.084617 -810.769335 -41.762750
59.100000 2.003079 1.043181 -811.501604 -42.319164
59.150000 1.997713 0.906564 -822.887656 -55.765695
59.200000 1.978450 1.297902 -795.178395 -35.453702
59.250000 2.014872 1.355867 -798.335431 -24.624655
59.300000 1.990317 1.470076 -780.723978 -16.442334
59.350000 2.012094 1.190357 -800.526492 -27.882490
59.400000 1.990174 1.354269 -776.671226 -12.444551
59.450000 2.003972 1.094778 -799.067332 -29.542090
59.500000 1.993037 0.839955 -815.996705 -50.670635
59.550000 1.983694 1.069256 -793.375588 -31.637116
59.600000 1.998738 1.147645 -793.518187 -26.002736
59.650000 2.012776 1.250037 -785.689767 -12.783617
59.700000 1.996135 1.096272 -799.416490 -32.900815
59.750000 2.001457 0.788264 -832.490886 -63.931207
59.800000 1.990684 1.195406 -797.319038 -32.896424
59.850000 1.993672 1.489965 -772.503323 -6.933294
59.900000 1.996132 1.338071 -785.164394 -18.649768
59.950000 2.005942 0.984364 -816.248195 -45.966637
60.000000 2.004866 0.734471 -653.437119 116.431257
60.050000 2.008819 0.711368 -652.078022 119.308508
60.100000 1.989242 0.992635 -613.567355 150.301553
60.150000 2.008660 0.761137 -639.501804 131.823515
60.200000 2.000685 0.623616 -650.086750 118.176208
60.250000 2.001689 0.487826 -664.772486 103.875932
60.300000 1.991355 0.669386 -647.673847 117.006505
60.350000 1.999752 0.910095 -626.909532 140.995124
60.400000 1.992272 0.681141 -657.144828 107.887553
60.450000 2.015333 0.719422 -647.174726 126.713149
60.500000 1.996042 0.605221 -655.990035 110.490093
60.550000 1.989893 0.662624 -649.737202 114.381537
60.600000 2.013818 0.760928 -638.104540 135.201491
60.650000 2.004288 0.684782 -646.106484 123.540126
60.700000 1.999865 0.697213 -642.419517 125.528775
60.750000 1.995054 0.727995 -640.381944 125.718870
60.800000 1.997055 0.716226 -644.332452 122.536593
60.850000 2.002780 0.768837 -639.674394 129.393077
60.900000 2.009316 0.807873 -635.099793 136.477453
60.950000 1.994041 0.688165 -656.078113 109.633526
61.000000 1.994806 0.924939 -636.270600 129.734926
61.050000 2.008504 0.773050 -658.301369 112.964139
61.100000 1.987166 0.858773 -645.277549 117.794171
61.150000 1.999799 0.970241 -629.378157 138.544485
61.200000 1.996553 0.677795 -664.603184 102.073344
61.250000 1.998566 0.881433 -639.955786 127.493393
61.300000 2.010215 0.680930 -667.823739 104.098642
61.350000 1.976891 0.841724 -649.070512 110.055747
61.400000 2.016206 0.819029 -652.288025 121.935243
61.450000 1.992313 0.667661 -667.108768 97.939612
61.500000 2.006594 0.704457 -662.227132 108.304997
61.550000 1.997018 0.806305 -644.958556 121.896202
61.600000 1.999191 0.675225 -659.944522 107.744969
61.650000 1.990544 0.927033 -628.924142 135.444691
61.700000 2.006127 0.665481 -655.964846 114.387917
61.750000 1.997538 0.475300 -676.172976 90.881785
61.800000 1.996156 0.675477 -654.348963 112.174930
61.850000 1.991823 0.771346 -644.129715 120.730432
61.900000 2.000620 0.658314 -656.382215 111.855918
61.950000 2.010573 0.673565 -646.368776 125.691375
62.000000 1.994878 0.452632 -671.296450 94.736892
62.050000 1.990480 0.684275 -645.375500 118.968962
62.100000 2.000337 0.660148 -651.336724 116.792755
62.150000 2.005399 0.834180 -628.122563 141.950796
62.200000 2.006748 0.690056 -647.026891 123.564245
62.250000 1.984997 0.929011 -618.188594 144.050330
62.300000 2.000658 0.742833 -645.754139 122.498660
62.350000 2.005010 0.691333 -650.744369 119.179478
62.400000 1.987742 0.956053 -615.768422 147.524318
62.450000 2.014465 0.664342 -653.744326 119.810116
62.500000 1.995451 0.598324 -660.095044 106.157992
62.550000 1.993285 0.909858 -620.837033 144.584291
62.600000 2.015173 0.698265 -647.799225 126.027119
62.650000 1.999974 0.777667 -633.361373 134.628578
62.700000 2.008289 0.651554 -646.920386 124.262560
62.750000 2.005748 0.807560 -626.072336 144.134984
62.800000 2.007855 0.712331 -639.786843 131.229564
62.850000 1.988073 0.687307 -644.915273 118.504742
62.900000 2.007017 0.470429 -678.524733 92.169858
62.950000 1.985149 0.817951 -644.525473 117.771887
63.000000 1.998007 0.987132 -632.088936 135.145923
63.050000 1.997257 0.866641 -642.790284 124.156260
63.100000 2.001676 0.639712 -663.553155 105.090502
63.150000 1.996252 0.798020 -637.082934 129.477782
63.200000 1.997426 0.825128 -628.532024 138.479608
63.250000 2.010089 0.611416 -651.937717 119.936484
63.300000 2.000947 0.541955 -656.702575 111.661181
63.350000 2.003582 0.588691 -648.456381 120.919227
63.400000 1.995773 0.530958 -658.294727 108.082292
63.450000 1.983871 0.815123 -629.498355 132.307982
63.500000 1.996371 0.684969 -650.957269 115.649349
63.550000 1.995168 0.815967 -634.012349 132.132099
63.600000 2.000489 0.707026 -650.695243 117.492664
63.650000 2.007269 0.630445 -660.122908 110.668422
63.700000 1.974538 0.876239 -629.741037 128.481515
63.750000 2.016985 0.879971 -629.562604 144.959634
63.800000 2.000284 0.533716 -666.205302 101.903720
63.850000 1.990404 0.762469 -644.458622 119.856377
63.900000 2.011534 0.786748 -646.245152 126.183955
63.950000 2.003323 0.728615 -650.422448 118.853421
64.000000 1.997912 0.717228 -655.972691 111.225430
64.050000 1.997245 0.894364 -641.551616 125.390516
64.100000 2.017670 1.059419 -624.598955 150.186279
64.150000 1.994477 1.047135 -623.495616 142.383675
64.200000 2.008910 0.803991 -655.407001 116.014544
64.250000 1.995706 0.917900 -642.614508 123.736474
64.300000 2.006702 0.826067 -653.205453 117.368241
64.350000 2.002135 0.646739 -666.870411 101.949518
64.400000 2.002922 0.591725 -663.232711 105.889372
64.450000 2.011285 0.639542 -649.898865 122.434466
64.500000 1.989676 0.517428 -666.760301 97.275363
64.550000 1.992555 0.796603 -640.373748 124.767537
64.600000 1.998940 1.032530 -612.857406 154.735737
64.650000 1.999959 0.741833 -648.325794 119.658532
64.700000 2.018399 0.736797 -645.735776 129.329613
64.750000 1.991774 0.691499 -648.915405 115.925692
64.800000 2.003098 0.603138 -660.358367 108.831185
64.850000 2.001170 0.561563 -657.481786 110.967558
64.900000 2.012589 0.414759 -666.464153 106.370041
64.950000 1.997066 0.267529 -681.063337 85.809827
65.000000 1.994412 0.515723 -656.720416 109.133716
65.050000 1.987781 0.840741 -626.374756 136.933028
65.100000 1.998735 0.775391 -638.528543 128.985530
65.150000 2.002409 0.667155 -650.901719 118.023378
65.200000 1.997429 0.640463 -659.430531 107.582320
65.250000 2.004453 0.792825 -645.142877 124.566961
65.300000 2.001801 0.562751 -676.346908 92.344706
65.350000 1.983884 0.894272 -635.047703 126.763659
65.400000 1.991821 0.738781 -658.840198 106.018951
65.450000 1.998436 0.696250 -663.656481 103.743081
65.500000 2.013359 0.792491 -642.562258 130.567769
65.550000 1.996303 0.634955 -648.356547 118.223938
65.600000 1.998726 0.440265 -663.736942 103.773784
65.650000 1.996014 0.509899 -651.180109 115.289284
65.700000 1.993669 0.525309 -651.244704 114.324163
65.750000 1.998970 0.535978 -652.738062 114.866460
65.800000 1.996807 0.659581 -641.136416 125.637352
65.850000 1.986264 0.857895 -617.635512 145.089927
65.900000 2.007541 0.612438 -644.097175 126.798559
65.950000 1.999837 0.639753 -634.317649 133.619787
66.000000 1.995474 0.666971 -629.352899 136.908964
66.050000 2.001116 0.779084 -615.224724 153.203961
66.100000 1.991830 0.717153 -620.876370 143.986274
66.150000 2.005738 0.553229 -643.159493 127.044005
66.200000 2.002893 0.481436 -657.985928 111.125004
66.250000 1.995287 0.682740 -641.709032 124.481272
66.300000 2.013291 0.657630 -646.007371 127.096490
66.350000 2.000097 0.509976 -659.247643 108.789746
66.400000 2.007717 0.673416 -638.239697 132.723682
66.450000 1.992543 0.723237 -638.438671 126.697976
66.500000 2.013170 0.831648 -631.580836 141.476495
66.550000 1.994421 0.743602 -641.976549 123.881119
66.600000 2.002281 0.827844 -629.031699 139.844170
66.650000 2.000000 0.791892 -630.615110 137.384872
66.700000 2.010653 0.692084 -637.350630 134.740114
66.750000 1.993155 0.604229 -646.023755 119.347725
66.800000 2.004233 0.667931 -637.703853 131.921615
66.850000 2.002336 0.615976 -640.143581 128.753418
66.900000 1.989210 0.563690 -644.475997 119.380518
66.950000 2.004707 0.665242 -633.853193 135.954440
67.000000 2.001487 0.507071 -661.315127 107.255853
67.050000 1.988123 0.807538 -630.524507 132.914735
67.100000 1.998055 0.766550 -635.351245 131.901957
67.150000 2.008370 0.711629 -634.028915 137.185167
67.200000 2.004495 0.712113 -628.933546 140.792373
67.250000 1.991823 0.567345 -651.601141 113.258861
67.300000 1.999396 0.571860 -658.438350 109.329654
67.350000 1.988964 0.648417 -651.194970 112.567157
67.400000 2.009799 0.676035 -647.382248 124.380747
67.450000 2.000393 0.721947 -637.024152 131.126861
